Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,255
50,600.00,605.00,-5.00,0
100,600.00,58.00,542.00,255
150,600.00,633.00,-33.00,0
200,600.00,64.00,536.00,255
250,600.00,641.00,-41.00,0
300,600.00,66.00,534.00,255
350,600.00,645.00,-45.00,0
400,600.00,66.00,534.00,255
450,600.00,647.00,-47.00,0
500,600.00,67.00,533.00,255
550,600.00,649.00,-49.00,0
600,600.00,67.00,533.00,255
650,600.00,649.00,-49.00,0
700,600.00,68.00,532.00,255
750,600.00,650.00,-50.00,0
800,600.00,68.00,532.00,255
850,600.00,651.00,-51.00,0
900,600.00,68.00,532.00,255
950,600.00,651.00,-51.00,0
1001,600.00,68.00,532.00,255
1051,600.00,651.00,-51.00,0
1101,600.00,67.00,533.00,255
1151,600.00,652.00,-52.00,0
1201,600.00,68.00,532.00,255
1251,600.00,652.00,-52.00,0
1301,600.00,70.00,530.00,255
1351,600.00,652.00,-52.00,0
1401,600.00,68.00,532.00,255
1451,600.00,652.00,-52.00,0
1501,600.00,67.00,533.00,255
1551,600.00,652.00,-52.00,0
1601,600.00,70.00,530.00,255
1651,600.00,652.00,-52.00,0
1701,600.00,68.00,532.00,255
1751,600.00,653.00,-53.00,0
1801,600.00,68.00,532.00,255
1851,600.00,652.00,-52.00,0
1901,600.00,70.00,530.00,255
1951,600.00,652.00,-52.00,0
2001,600.00,67.00,533.00,255
2051,600.00,652.00,-52.00,0
2101,600.00,68.00,532.00,255
2151,600.00,652.00,-52.00,0
2201,600.00,71.00,529.00,255
2251,600.00,652.00,-52.00,0
2301,600.00,68.00,532.00,255
2351,600.00,652.00,-52.00,0
2401,600.00,67.00,533.00,255
2451,600.00,652.00,-52.00,0
2501,600.00,67.00,533.00,255
2551,600.00,653.00,-53.00,0
2601,600.00,68.00,532.00,255
2651,600.00,652.00,-52.00,0
2701,600.00,68.00,532.00,255
2751,600.00,652.00,-52.00,0
2801,600.00,67.00,533.00,255
2851,600.00,652.00,-52.00,0
2901,600.00,68.00,532.00,255
2951,600.00,652.00,-52.00,0
3001,600.00,68.00,532.00,255
