Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,180
50,600.00,529.00,71.00,21
100,600.00,236.00,364.00,109
150,600.00,458.00,142.00,42
200,600.00,310.00,290.00,87
250,600.00,454.00,146.00,43
300,600.00,360.00,240.00,72
350,600.00,410.00,190.00,57
400,600.00,403.00,197.00,59
450,600.00,368.00,232.00,69
500,600.00,413.00,187.00,56
550,600.00,381.00,219.00,65
600,600.00,441.00,159.00,47
650,600.00,341.00,259.00,77
700,600.00,453.00,147.00,44
750,600.00,327.00,273.00,81
800,600.00,459.00,141.00,42
850,600.00,333.00,267.00,80
900,600.00,473.00,127.00,38
950,600.00,308.00,292.00,87
1000,600.00,470.00,130.00,39
1050,600.00,333.00,267.00,80
1100,600.00,470.00,130.00,39
1150,600.00,318.00,282.00,84
1200,600.00,475.00,125.00,37
1250,600.00,302.00,298.00,89
1300,600.00,468.00,132.00,39
1351,600.00,357.00,243.00,72
1401,600.00,416.00,184.00,55
1451,600.00,402.00,198.00,59
1513,600.00,412.00,188.00,56
1563,600.00,388.00,212.00,63
1613,600.00,401.00,199.00,59
1663,600.00,423.00,177.00,53
1713,600.00,361.00,239.00,71
1763,600.00,439.00,161.00,48
1813,600.00,355.00,245.00,73
1863,600.00,450.00,150.00,45
1913,600.00,343.00,257.00,77
1963,600.00,464.00,136.00,40
2013,600.00,348.00,252.00,75
2063,600.00,441.00,159.00,47
2113,600.00,375.00,225.00,67
2163,600.00,450.00,150.00,45
2213,600.00,338.00,262.00,78
2263,600.00,459.00,141.00,42
2313,600.00,318.00,282.00,84
2363,600.00,456.00,144.00,43
2413,600.00,373.00,227.00,68
2463,600.00,446.00,154.00,46
2514,600.00,343.00,257.00,77
2564,600.00,428.00,172.00,51
2614,600.00,373.00,227.00,68
2664,600.00,445.00,155.00,46
2714,600.00,344.00,256.00,76
2764,600.00,419.00,181.00,54
2814,600.00,391.00,209.00,62
2864,600.00,404.00,196.00,58
2914,600.00,389.00,211.00,63
2964,600.00,437.00,163.00,48
3015,600.00,347.00,253.00,75
3065,600.00,449.00,151.00,45
3115,600.00,342.00,258.00,77
3165,600.00,438.00,162.00,48
3215,600.00,389.00,211.00,63
3265,600.00,391.00,209.00,62
3315,600.00,383.00,217.00,65
3365,600.00,419.00,181.00,54
3415,600.00,394.00,206.00,61
3465,600.00,394.00,206.00,61
3515,600.00,425.00,175.00,52
3565,600.00,356.00,244.00,73
3615,600.00,420.00,180.00,54
3665,600.00,382.00,218.00,65
3715,600.00,440.00,160.00,48
3765,600.00,351.00,249.00,74
3815,600.00,453.00,147.00,44
3865,600.00,326.00,274.00,82
3915,600.00,457.00,143.00,42
3965,600.00,337.00,263.00,78
4015,600.00,475.00,125.00,37
4065,600.00,307.00,293.00,87
4115,600.00,475.00,125.00,37
4165,600.00,314.00,286.00,85
4215,600.00,476.00,124.00,37
4265,600.00,314.00,286.00,85
4315,600.00,482.00,118.00,35
4365,600.00,296.00,304.00,91
4415,600.00,476.00,124.00,37
4466,600.00,340.00,260.00,78
4516,600.00,434.00,166.00,49
4566,600.00,386.00,214.00,64
4616,600.00,388.00,212.00,63
4666,600.00,414.00,186.00,55
4716,600.00,396.00,204.00,61
4766,600.00,432.00,168.00,50
4816,600.00,356.00,244.00,73
4866,600.00,449.00,151.00,45
4916,600.00,329.00,271.00,81
4966,600.00,451.00,149.00,44
5016,600.00,379.00,221.00,66
5066,600.00,442.00,158.00,47
5116,600.00,342.00,258.00,77
5166,600.00,452.00,148.00,44
5216,600.00,345.00,255.00,76
5266,600.00,433.00,167.00,50
5316,600.00,394.00,206.00,61
5366,600.00,421.00,179.00,53
5416,600.00,357.00,243.00,72
5466,600.00,434.00,166.00,49
5516,600.00,385.00,215.00,64
5566,600.00,400.00,200.00,60
5616,600.00,420.00,180.00,54
5666,600.00,393.00,207.00,62
5716,600.00,394.00,206.00,61
5766,600.00,400.00,200.00,60
5816,600.00,431.00,169.00,50
5866,600.00,355.00,245.00,73
5917,600.00,448.00,152.00,45
5967,600.00,329.00,271.00,81
6017,600.00,450.00,150.00,45
6067,600.00,382.00,218.00,65
6117,600.00,398.00,202.00,60
6167,600.00,415.00,185.00,55
6217,600.00,392.00,208.00,62
6267,600.00,408.00,192.00,57
6317,600.00,385.00,215.00,64
6367,600.00,438.00,162.00,48
6417,600.00,346.00,254.00,76
6467,600.00,450.00,150.00,45
6517,600.00,354.00,246.00,73
6567,600.00,451.00,149.00,44
6617,600.00,339.00,261.00,78
6667,600.00,466.00,134.00,40
6717,600.00,315.00,285.00,85
6767,600.00,463.00,137.00,41
6817,600.00,336.00,264.00,79
6867,600.00,477.00,123.00,36
6917,600.00,305.00,295.00,88
6967,600.00,480.00,120.00,36
7017,600.00,296.00,304.00,91
7067,600.00,469.00,131.00,39
7117,600.00,324.00,276.00,82
7167,600.00,480.00,120.00,36
7217,600.00,302.00,298.00,89
7267,600.00,476.00,124.00,37
7317,600.00,325.00,275.00,82
7367,600.00,475.00,125.00,37
7417,600.00,311.00,289.00,86
7467,600.00,480.00,120.00,36
7517,600.00,299.00,301.00,90
7567,600.00,471.00,129.00,38
7617,600.00,353.00,247.00,74
7667,600.00,465.00,135.00,40
7717,600.00,319.00,281.00,84
7767,600.00,469.00,131.00,39
7817,600.00,318.00,282.00,84
7867,600.00,452.00,148.00,44
7917,600.00,374.00,226.00,67
7967,600.00,439.00,161.00,48
8017,600.00,342.00,258.00,77
8067,600.00,447.00,153.00,45
8117,600.00,366.00,234.00,70
8167,600.00,416.00,184.00,55
8217,600.00,406.00,194.00,58
8267,600.00,407.00,193.00,57
8317,600.00,372.00,228.00,68
8367,600.00,420.00,180.00,54
8417,600.00,413.00,187.00,56
8467,600.00,374.00,226.00,67
8517,600.00,434.00,166.00,49
8567,600.00,372.00,228.00,68
8617,600.00,424.00,176.00,52
8667,600.00,370.00,230.00,69
8717,600.00,451.00,149.00,44
8767,600.00,333.00,267.00,80
8818,600.00,459.00,141.00,42
8868,600.00,336.00,264.00,79
8918,600.00,441.00,159.00,47
8968,600.00,384.00,216.00,64
9018,600.00,392.00,208.00,62
9068,600.00,416.00,184.00,55
9118,600.00,388.00,212.00,63
9168,600.00,423.00,177.00,53
9218,600.00,370.00,230.00,69
9268,600.00,446.00,154.00,46
9318,600.00,336.00,264.00,79
9368,600.00,452.00,148.00,44
9418,600.00,348.00,252.00,75
9468,600.00,465.00,135.00,40
9518,600.00,322.00,278.00,83
9568,600.00,471.00,129.00,38
9618,600.00,304.00,296.00,88
9668,600.00,465.00,135.00,40
9718,600.00,329.00,271.00,81
9768,600.00,480.00,120.00,36
9818,600.00,303.00,297.00,89
9868,600.00,478.00,122.00,36
9918,600.00,313.00,287.00,86
9968,600.00,455.00,145.00,43
10018,600.00,336.00,264.00,79
10068,600.00,467.00,133.00,39
10118,600.00,311.00,289.00,86
10168,600.00,464.00,136.00,40
10218,600.00,355.00,245.00,73
10269,600.00,421.00,179.00,53
10319,600.00,398.00,202.00,60
10369,600.00,376.00,224.00,67
10419,600.00,423.00,177.00,53
10469,600.00,393.00,207.00,62
10519,600.00,395.00,205.00,61
10569,600.00,387.00,213.00,63
10619,600.00,422.00,178.00,53
10669,600.00,359.00,241.00,72
10719,600.00,430.00,170.00,51
10769,600.00,403.00,197.00,59
10819,600.00,382.00,218.00,65
10869,600.00,392.00,208.00,62
10919,600.00,413.00,187.00,56
10969,600.00,391.00,209.00,62
11019,600.00,398.00,202.00,60
11069,600.00,425.00,175.00,52
11119,600.00,357.00,243.00,72
11169,600.00,408.00,192.00,57
11219,600.00,393.00,207.00,62
11269,600.00,425.00,175.00,52
11319,600.00,365.00,235.00,70
11369,600.00,446.00,154.00,46
11419,600.00,335.00,265.00,79
11469,600.00,443.00,157.00,47
11519,600.00,356.00,244.00,73
11569,600.00,465.00,135.00,40
11619,600.00,320.00,280.00,84
11669,600.00,472.00,128.00,38
11719,600.00,330.00,270.00,81
11769,600.00,462.00,138.00,41
11819,600.00,331.00,269.00,80
11869,600.00,474.00,126.00,37
11919,600.00,306.00,294.00,88
11969,600.00,473.00,127.00,38
12019,600.00,326.00,274.00,82
12069,600.00,476.00,124.00,37
12119,600.00,311.00,289.00,86
12169,600.00,480.00,120.00,36
12219,600.00,298.00,302.00,90
12269,600.00,471.00,129.00,38
12319,600.00,322.00,278.00,83
12369,600.00,486.00,114.00,34
12419,600.00,295.00,305.00,91
12469,600.00,483.00,117.00,35
12519,600.00,302.00,298.00,89
12569,600.00,462.00,138.00,41
12619,600.00,330.00,270.00,81
12669,600.00,474.00,126.00,37
12719,600.00,304.00,296.00,88
12769,600.00,471.00,129.00,38
12819,600.00,341.00,259.00,77
12869,600.00,432.00,168.00,50
12919,600.00,356.00,244.00,73
12969,600.00,448.00,152.00,45
13019,600.00,329.00,271.00,81
13069,600.00,449.00,151.00,45
13119,600.00,381.00,219.00,65
13170,600.00,398.00,202.00,60
13220,600.00,414.00,186.00,55
13270,600.00,360.00,240.00,72
13320,600.00,431.00,169.00,50
13370,600.00,398.00,202.00,60
13420,600.00,386.00,214.00,64
13470,600.00,391.00,209.00,62
13520,600.00,414.00,186.00,55
13570,600.00,384.00,216.00,64
13620,600.00,405.00,195.00,58
13670,600.00,421.00,179.00,53
13720,600.00,361.00,239.00,71
13770,600.00,403.00,197.00,59
13820,600.00,400.00,200.00,60
13870,600.00,417.00,183.00,54
13920,600.00,372.00,228.00,68
13970,600.00,442.00,158.00,47
14020,600.00,339.00,261.00,78
14070,600.00,437.00,163.00,48
14120,600.00,361.00,239.00,71
14170,600.00,457.00,143.00,42
14220,600.00,328.00,272.00,81
14270,600.00,467.00,133.00,39
14320,600.00,308.00,292.00,87
14370,600.00,470.00,130.00,39
14420,600.00,324.00,276.00,82
14470,600.00,481.00,119.00,35
14520,600.00,298.00,302.00,90
14570,600.00,479.00,121.00,36
14621,600.00,316.00,284.00,85
14671,600.00,452.00,148.00,44
14721,600.00,371.00,229.00,68
14771,600.00,401.00,199.00,59
14821,600.00,406.00,194.00,58
14871,600.00,390.00,210.00,63
14921,600.00,426.00,174.00,52
14971,600.00,365.00,235.00,70
15021,600.00,447.00,153.00,45
15071,600.00,332.00,268.00,80
15121,600.00,453.00,147.00,44
15171,600.00,364.00,236.00,70
15221,600.00,456.00,144.00,43
15271,600.00,331.00,269.00,80
15321,600.00,463.00,137.00,41
15371,600.00,314.00,286.00,85
15421,600.00,457.00,143.00,42
15471,600.00,369.00,231.00,69
15521,600.00,448.00,152.00,45
15571,600.00,334.00,266.00,79
15621,600.00,454.00,146.00,43
15671,600.00,348.00,252.00,75
15721,600.00,430.00,170.00,51
15771,600.00,396.00,204.00,61
15821,600.00,419.00,181.00,54
15871,600.00,358.00,242.00,72
15921,600.00,432.00,168.00,50
15971,600.00,393.00,207.00,62
16021,600.00,393.00,207.00,62
16071,600.00,387.00,213.00,63
16121,600.00,418.00,182.00,54
16171,600.00,373.00,227.00,68
16221,600.00,417.00,183.00,54
16271,600.00,410.00,190.00,57
16321,600.00,374.00,226.00,67
16371,600.00,395.00,205.00,61
16421,600.00,407.00,193.00,57
16471,600.00,403.00,197.00,59
16521,600.00,388.00,212.00,63
16571,600.00,430.00,170.00,51
16621,600.00,353.00,247.00,74
16671,600.00,422.00,178.00,53
16721,600.00,379.00,221.00,66
16771,600.00,442.00,158.00,47
16821,600.00,346.00,254.00,76
16871,600.00,457.00,143.00,42
16921,600.00,320.00,280.00,84
16971,600.00,461.00,139.00,41
17021,600.00,333.00,267.00,80
17071,600.00,479.00,121.00,36
17121,600.00,303.00,297.00,89
17171,600.00,478.00,122.00,36
17221,600.00,307.00,293.00,87
17271,600.00,480.00,120.00,36
17321,600.00,309.00,291.00,87
17371,600.00,487.00,113.00,33
17421,600.00,288.00,312.00,93
17471,600.00,479.00,121.00,36
17522,600.00,335.00,265.00,79
17572,600.00,435.00,165.00,49
17622,600.00,385.00,215.00,64
17672,600.00,388.00,212.00,63
17722,600.00,413.00,187.00,56
17772,600.00,399.00,201.00,60
17822,600.00,429.00,171.00,51
17872,600.00,358.00,242.00,72
17922,600.00,446.00,154.00,46
17972,600.00,332.00,268.00,80
18022,600.00,448.00,152.00,45
18072,600.00,383.00,217.00,65
18122,600.00,438.00,162.00,48
18172,600.00,345.00,255.00,76
18222,600.00,449.00,151.00,45
18272,600.00,349.00,251.00,75
18322,600.00,432.00,168.00,50
18372,600.00,394.00,206.00,61
18422,600.00,420.00,180.00,54
18472,600.00,359.00,241.00,72
18522,600.00,434.00,166.00,49
18572,600.00,385.00,215.00,64
18622,600.00,399.00,201.00,60
18672,600.00,419.00,181.00,54
18722,600.00,393.00,207.00,62
18772,600.00,395.00,205.00,61
18822,600.00,400.00,200.00,60
18872,600.00,431.00,169.00,50
18922,600.00,354.00,246.00,73
18973,600.00,447.00,153.00,45
19023,600.00,328.00,272.00,81
19073,600.00,450.00,150.00,45
19123,600.00,381.00,219.00,65
19173,600.00,398.00,202.00,60
19223,600.00,415.00,185.00,55
19273,600.00,392.00,208.00,62
19323,600.00,408.00,192.00,57
19373,600.00,385.00,215.00,64
19423,600.00,437.00,163.00,48
19473,600.00,346.00,254.00,76
19523,600.00,450.00,150.00,45
19573,600.00,354.00,246.00,73
19623,600.00,451.00,149.00,44
19673,600.00,339.00,261.00,78
19723,600.00,466.00,134.00,40
19773,600.00,314.00,286.00,85
19823,600.00,463.00,137.00,41
19873,600.00,335.00,265.00,79
19923,600.00,475.00,125.00,37
19973,600.00,309.00,291.00,87
20023,600.00,478.00,122.00,36
20073,600.00,296.00,304.00,91
20123,600.00,469.00,131.00,39
20173,600.00,324.00,276.00,82
20223,600.00,480.00,120.00,36
20273,600.00,302.00,298.00,89
20323,600.00,475.00,125.00,37
20373,600.00,327.00,273.00,81
20423,600.00,473.00,127.00,38
20473,600.00,315.00,285.00,85
20523,600.00,478.00,122.00,36
20573,600.00,298.00,302.00,90
20623,600.00,471.00,129.00,38
20673,600.00,353.00,247.00,74
20723,600.00,465.00,135.00,40
20773,600.00,318.00,282.00,84
20823,600.00,469.00,131.00,39
20873,600.00,320.00,280.00,84
20923,600.00,452.00,148.00,44
20973,600.00,373.00,227.00,68
21023,600.00,441.00,159.00,47
21073,600.00,339.00,261.00,78
21123,600.00,449.00,151.00,45
21173,600.00,365.00,235.00,70
21223,600.00,415.00,185.00,55
21273,600.00,406.00,194.00,58
21323,600.00,406.00,194.00,58
21373,600.00,375.00,225.00,67
21423,600.00,417.00,183.00,54
21473,600.00,413.00,187.00,56
21523,600.00,373.00,227.00,68
21573,600.00,437.00,163.00,48
21623,600.00,368.00,232.00,69
21673,600.00,427.00,173.00,51
21723,600.00,366.00,234.00,70
21773,600.00,454.00,146.00,43
21823,600.00,329.00,271.00,81
21874,600.00,461.00,139.00,41
21924,600.00,330.00,270.00,81
21974,600.00,445.00,155.00,46
22024,600.00,380.00,220.00,66
22074,600.00,397.00,203.00,60
22124,600.00,410.00,190.00,57
22174,600.00,394.00,206.00,61
22224,600.00,417.00,183.00,54
22274,600.00,372.00,228.00,68
