Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,132
50,600.00,467.00,133.00,0
100,600.00,45.00,555.00,102
150,600.00,441.00,159.00,0
200,600.00,47.00,553.00,104
250,600.00,483.00,117.00,0
300,600.00,50.00,550.00,118
350,600.00,493.00,107.00,0
400,600.00,52.00,548.00,126
450,600.00,492.00,108.00,0
500,600.00,54.00,546.00,132
550,600.00,532.00,68.00,0
600,600.00,56.00,544.00,146
650,600.00,532.00,68.00,0
700,600.00,56.00,544.00,152
750,600.00,545.00,55.00,0
801,600.00,58.00,542.00,160
851,600.00,570.00,30.00,0
901,600.00,59.00,541.00,171
951,600.00,591.00,9.00,0
1012,600.00,43.00,557.00,184
1062,600.00,599.00,1.00,0
1112,600.00,61.00,539.00,187
1162,600.00,582.00,18.00,0
1212,600.00,62.00,538.00,189
1262,600.00,591.00,9.00,0
1313,600.00,62.00,538.00,196
1363,600.00,607.00,-7.00,0
1413,600.00,63.00,537.00,205
1463,600.00,618.00,-18.00,0
1513,600.00,62.00,538.00,212
1563,600.00,626.00,-26.00,0
1613,600.00,67.00,533.00,218
1663,600.00,626.00,-26.00,0
1713,600.00,65.00,535.00,223
1763,600.00,632.00,-32.00,0
1813,600.00,65.00,535.00,230
1863,600.00,637.00,-37.00,0
1913,600.00,68.00,532.00,235
1963,600.00,638.00,-38.00,1
2013,600.00,79.00,521.00,238
2063,600.00,641.00,-41.00,8
2113,600.00,146.00,454.00,228
2163,600.00,627.00,-27.00,28
2213,600.00,282.00,318.00,200
2263,600.00,617.00,-17.00,60
2313,600.00,383.00,217.00,179
2363,600.00,601.00,-1.00,86
2413,600.00,471.00,129.00,158
2463,600.00,559.00,41.00,114
2514,600.00,504.00,96.00,144
2564,600.00,539.00,61.00,127
2614,600.00,543.00,57.00,133
2664,600.00,544.00,56.00,135
2714,600.00,534.00,66.00,137
2764,600.00,529.00,71.00,137
2814,600.00,569.00,31.00,128
2864,600.00,525.00,75.00,146
2914,600.00,560.00,40.00,130
2964,600.00,548.00,52.00,140
3014,600.00,534.00,66.00,142
