Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,216
50,600.00,546.00,54.00,25
100,600.00,250.00,350.00,132
150,600.00,486.00,114.00,51
200,600.00,361.00,239.00,97
250,600.00,465.00,135.00,62
300,600.00,408.00,192.00,84
350,600.00,431.00,169.00,77
400,600.00,453.00,147.00,71
450,600.00,394.00,206.00,94
500,600.00,473.00,127.00,67
550,600.00,425.00,175.00,86
600,600.00,481.00,119.00,67
650,600.00,396.00,204.00,99
700,600.00,497.00,103.00,65
750,600.00,395.00,205.00,103
800,600.00,487.00,113.00,72
850,600.00,455.00,145.00,84
900,600.00,482.00,118.00,76
950,600.00,415.00,185.00,101
1000,600.00,496.00,104.00,74
1050,600.00,439.00,161.00,95
1100,600.00,469.00,131.00,86
1150,600.00,491.00,109.00,80
1200,600.00,467.00,133.00,89
1250,600.00,451.00,149.00,97
1300,600.00,484.00,116.00,86
1350,600.00,479.00,121.00,89
1400,600.00,454.00,146.00,99
1450,600.00,510.00,90.00,81
1500,600.00,464.00,136.00,98
1550,600.00,484.00,116.00,92
1600,600.00,470.00,130.00,98
1650,600.00,510.00,90.00,85
1700,600.00,442.00,158.00,111
1751,600.00,524.00,76.00,83
1801,600.00,451.00,149.00,110
1851,600.00,503.00,97.00,93
1901,600.00,500.00,100.00,95
1951,600.00,462.00,138.00,109
2015,600.00,503.00,97.00,96
2065,600.00,488.00,112.00,102
2115,600.00,505.00,95.00,97
2165,600.00,473.00,127.00,110
2215,600.00,536.00,64.00,88
2265,600.00,484.00,116.00,108
2315,600.00,499.00,101.00,103
2365,600.00,494.00,106.00,106
2415,600.00,520.00,80.00,98
2465,600.00,470.00,130.00,117
2515,600.00,539.00,61.00,93
2565,600.00,487.00,113.00,113
2615,600.00,517.00,83.00,103
2665,600.00,488.00,112.00,114
2715,600.00,539.00,61.00,97
2765,600.00,463.00,137.00,125
2815,600.00,542.00,58.00,98
2865,600.00,490.00,110.00,117
2915,600.00,532.00,68.00,103
2965,600.00,483.00,117.00,121
3015,600.00,551.00,49.00,98
3065,600.00,470.00,130.00,128
3116,600.00,538.00,62.00,105
3166,600.00,513.00,87.00,114
3216,600.00,501.00,99.00,119
3266,600.00,550.00,50.00,103
3316,600.00,477.00,123.00,130
3366,600.00,544.00,56.00,107
3416,600.00,501.00,99.00,123
3466,600.00,546.00,54.00,107
3516,600.00,485.00,115.00,130
3566,600.00,557.00,43.00,105
3616,600.00,494.00,106.00,128
3666,600.00,534.00,66.00,115
3716,600.00,507.00,93.00,125
3766,600.00,554.00,46.00,109
3816,600.00,482.00,118.00,136
