Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,213
50,600.00,578.00,22.00,10
100,600.00,147.00,453.00,163
150,600.00,570.00,30.00,16
200,600.00,190.00,410.00,151
250,600.00,543.00,57.00,27
300,600.00,289.00,311.00,118
350,600.00,537.00,63.00,31
400,600.00,275.00,325.00,125
450,600.00,526.00,74.00,37
500,600.00,332.00,268.00,106
550,600.00,481.00,119.00,55
600,600.00,404.00,196.00,83
650,600.00,467.00,133.00,61
700,600.00,383.00,217.00,92
750,600.00,469.00,131.00,62
800,600.00,432.00,168.00,76
850,600.00,422.00,178.00,81
901,600.00,467.00,133.00,65
951,600.00,391.00,209.00,93
1013,600.00,469.00,131.00,66
1063,600.00,444.00,156.00,76
1114,600.00,423.00,177.00,84
1164,600.00,474.00,126.00,67
1214,600.00,399.00,201.00,94
1264,600.00,476.00,124.00,68
1314,600.00,445.00,155.00,80
1364,600.00,434.00,166.00,84
1414,600.00,435.00,165.00,85
1464,600.00,469.00,131.00,73
1514,600.00,434.00,166.00,87
1564,600.00,457.00,143.00,79
1614,600.00,479.00,121.00,72
1664,600.00,412.00,188.00,97
1714,600.00,465.00,135.00,79
1764,600.00,452.00,148.00,84
1814,600.00,472.00,128.00,78
1864,600.00,434.00,166.00,92
1914,600.00,498.00,102.00,70
1964,600.00,403.00,197.00,104
2015,600.00,493.00,107.00,73
2065,600.00,446.00,154.00,90
2115,600.00,460.00,140.00,86
2165,600.00,489.00,111.00,77
2215,600.00,420.00,180.00,102
2266,600.00,500.00,100.00,74
2316,600.00,445.00,155.00,94
2366,600.00,469.00,131.00,86
2416,600.00,492.00,108.00,79
2466,600.00,426.00,174.00,103
2516,600.00,504.00,96.00,76
2566,600.00,443.00,157.00,98
2616,600.00,503.00,97.00,78
2666,600.00,432.00,168.00,103
2716,600.00,517.00,83.00,74
2766,600.00,414.00,186.00,111
2816,600.00,510.00,90.00,78
2866,600.00,442.00,158.00,102
2916,600.00,519.00,81.00,76
2966,600.00,423.00,177.00,110
3016,600.00,521.00,79.00,76
3066,600.00,438.00,162.00,106
3116,600.00,495.00,105.00,87
3166,600.00,455.00,145.00,102
3216,600.00,521.00,79.00,79
3266,600.00,424.00,176.00,114
3316,600.00,520.00,80.00,81
3366,600.00,465.00,135.00,100
3416,600.00,479.00,121.00,96
3466,600.00,466.00,134.00,101
3516,600.00,510.00,90.00,86
3566,600.00,453.00,147.00,107
3616,600.00,501.00,99.00,91
3666,600.00,495.00,105.00,93
3717,600.00,461.00,139.00,106
3767,600.00,521.00,79.00,85
3817,600.00,446.00,154.00,112
3867,600.00,511.00,89.00,90
3917,600.00,491.00,109.00,98
3967,600.00,472.00,128.00,105
4017,600.00,476.00,124.00,104
4067,600.00,510.00,90.00,93
4117,600.00,479.00,121.00,104
4167,600.00,492.00,108.00,100
4217,600.00,516.00,84.00,92
4267,600.00,456.00,144.00,114
4317,600.00,499.00,101.00,99
4367,600.00,494.00,106.00,102
4417,600.00,506.00,94.00,98
4467,600.00,476.00,124.00,109
4517,600.00,535.00,65.00,89
4567,600.00,445.00,155.00,121
4617,600.00,521.00,79.00,95
4667,600.00,481.00,119.00,109
4717,600.00,525.00,75.00,94
4767,600.00,463.00,137.00,117
4817,600.00,539.00,61.00,90
4867,600.00,461.00,139.00,118
4917,600.00,526.00,74.00,96
4967,600.00,476.00,124.00,114
5017,600.00,539.00,61.00,92
5067,600.00,454.00,146.00,123
5117,600.00,539.00,61.00,93
5167,600.00,481.00,119.00,114
5217,600.00,528.00,72.00,98
5267,600.00,474.00,126.00,118
5317,600.00,546.00,54.00,93
5367,600.00,459.00,141.00,124
5417,600.00,533.00,67.00,98
5467,600.00,484.00,116.00,116
5517,600.00,538.00,62.00,98
5567,600.00,468.00,132.00,123
5617,600.00,544.00,56.00,96
5667,600.00,479.00,121.00,120
5717,600.00,520.00,80.00,106
5767,600.00,490.00,110.00,117
5817,600.00,546.00,54.00,98
5867,600.00,462.00,138.00,128
5917,600.00,544.00,56.00,99
5967,600.00,497.00,103.00,116
6017,600.00,507.00,93.00,113
6067,600.00,495.00,105.00,118
6117,600.00,542.00,58.00,102
6167,600.00,484.00,116.00,123
6217,600.00,528.00,72.00,108
6267,600.00,521.00,79.00,110
6317,600.00,492.00,108.00,121
6367,600.00,501.00,99.00,118
6417,600.00,535.00,65.00,107
