Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,222
50,600.00,558.00,42.00,27
100,600.00,230.00,370.00,149
150,600.00,514.00,86.00,52
200,600.00,356.00,244.00,112
250,600.00,495.00,105.00,65
300,600.00,388.00,212.00,107
350,600.00,514.00,86.00,65
400,600.00,380.00,220.00,116
450,600.00,499.00,101.00,76
500,600.00,432.00,168.00,103
550,600.00,505.00,95.00,79
600,600.00,426.00,174.00,110
650,600.00,520.00,80.00,79
700,600.00,429.00,171.00,114
750,600.00,513.00,87.00,87
800,600.00,455.00,145.00,110
850,600.00,529.00,71.00,85
900,600.00,438.00,162.00,121
950,600.00,533.00,67.00,89
1000,600.00,469.00,131.00,114
1050,600.00,525.00,75.00,96
1100,600.00,468.00,132.00,118
1150,600.00,545.00,55.00,92
1200,600.00,455.00,145.00,127
1250,600.00,537.00,63.00,99
1301,600.00,501.00,99.00,114
1351,600.00,500.00,100.00,116
1401,600.00,546.00,54.00,101
1451,600.00,472.00,128.00,130
1515,600.00,548.00,52.00,104
1565,600.00,494.00,106.00,125
1615,600.00,550.00,50.00,107
1665,600.00,484.00,116.00,132
1715,600.00,558.00,42.00,107
1765,600.00,502.00,98.00,128
1815,600.00,545.00,55.00,114
1865,600.00,504.00,96.00,131
1915,600.00,563.00,37.00,111
1965,600.00,490.00,110.00,139
2015,600.00,559.00,41.00,115
2065,600.00,525.00,75.00,129
2115,600.00,553.00,47.00,120
2165,600.00,507.00,93.00,138
2215,600.00,572.00,28.00,116
2265,600.00,512.00,88.00,138
2315,600.00,550.00,50.00,126
2365,600.00,548.00,52.00,128
2415,600.00,558.00,42.00,125
2465,600.00,510.00,90.00,144
2515,600.00,571.00,29.00,123
2565,600.00,533.00,67.00,138
2615,600.00,544.00,56.00,135
2666,600.00,565.00,35.00,128
2716,600.00,514.00,86.00,148
2766,600.00,579.00,21.00,125
2816,600.00,534.00,66.00,143
2866,600.00,552.00,48.00,137
2916,600.00,566.00,34.00,133
