Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,183
50,600.00,542.00,58.00,20
100,600.00,220.00,380.00,119
150,600.00,507.00,93.00,33
200,600.00,286.00,314.00,101
250,600.00,457.00,143.00,50
300,600.00,373.00,227.00,77
350,600.00,421.00,179.00,63
400,600.00,399.00,201.00,71
450,600.00,446.00,154.00,57
500,600.00,371.00,229.00,81
550,600.00,423.00,177.00,66
600,600.00,419.00,181.00,68
650,600.00,418.00,182.00,70
700,600.00,415.00,185.00,72
750,600.00,455.00,145.00,60
800,600.00,377.00,223.00,85
850,600.00,437.00,163.00,68
900,600.00,421.00,179.00,73
950,600.00,447.00,153.00,66
1000,600.00,402.00,198.00,81
1050,600.00,471.00,129.00,61
1101,600.00,377.00,223.00,90
1151,600.00,471.00,129.00,62
1201,600.00,418.00,182.00,79
1251,600.00,434.00,166.00,75
1301,600.00,460.00,140.00,68
1351,600.00,397.00,203.00,88
1401,600.00,458.00,142.00,70
1451,600.00,423.00,177.00,82
1513,600.00,449.00,151.00,75
1563,600.00,419.00,181.00,85
1613,600.00,434.00,166.00,81
1663,600.00,457.00,143.00,75
1713,600.00,448.00,152.00,78
1763,600.00,435.00,165.00,83
1813,600.00,481.00,119.00,70
1863,600.00,403.00,197.00,94
1913,600.00,468.00,132.00,75
1963,600.00,437.00,163.00,86
2013,600.00,461.00,139.00,79
2063,600.00,432.00,168.00,89
2113,600.00,487.00,113.00,73
2163,600.00,413.00,187.00,96
2213,600.00,484.00,116.00,75
2263,600.00,432.00,168.00,91
2313,600.00,501.00,99.00,71
2363,600.00,409.00,191.00,100
2413,600.00,500.00,100.00,73
2463,600.00,431.00,169.00,95
2514,600.00,479.00,121.00,81
2564,600.00,482.00,118.00,80
2614,600.00,430.00,170.00,97
2664,600.00,496.00,104.00,78
2714,600.00,439.00,161.00,96
2765,600.00,477.00,123.00,85
2815,600.00,486.00,114.00,83
2865,600.00,438.00,162.00,98
2915,600.00,501.00,99.00,79
2965,600.00,438.00,162.00,99
3015,600.00,485.00,115.00,86
3065,600.00,454.00,146.00,96
3115,600.00,511.00,89.00,79
3165,600.00,425.00,175.00,106
3215,600.00,507.00,93.00,82
3265,600.00,460.00,140.00,96
3315,600.00,473.00,127.00,93
3365,600.00,461.00,139.00,97
3415,600.00,504.00,96.00,85
3465,600.00,443.00,157.00,104
3515,600.00,497.00,103.00,88
3565,600.00,484.00,116.00,93
3615,600.00,462.00,138.00,100
3665,600.00,467.00,133.00,99
3715,600.00,501.00,99.00,90
3765,600.00,469.00,131.00,100
3815,600.00,485.00,115.00,96
3865,600.00,507.00,93.00,89
3915,600.00,449.00,151.00,108
3965,600.00,484.00,116.00,98
4015,600.00,492.00,108.00,96
4065,600.00,493.00,107.00,96
4115,600.00,471.00,129.00,103
4165,600.00,524.00,76.00,88
4215,600.00,484.00,116.00,100
4265,600.00,482.00,118.00,102
4315,600.00,492.00,108.00,99
4365,600.00,507.00,93.00,95
4415,600.00,464.00,136.00,109
4465,600.00,526.00,74.00,90
4515,600.00,481.00,119.00,105
4565,600.00,503.00,97.00,98
4615,600.00,479.00,121.00,106
4665,600.00,527.00,73.00,92
4715,600.00,453.00,147.00,115
4765,600.00,527.00,73.00,93
4815,600.00,480.00,120.00,108
4865,600.00,517.00,83.00,97
4915,600.00,471.00,129.00,112
4965,600.00,536.00,64.00,93
5015,600.00,456.00,144.00,117
5065,600.00,523.00,77.00,98
5115,600.00,483.00,117.00,110
5165,600.00,528.00,72.00,97
5215,600.00,466.00,134.00,116
5265,600.00,534.00,66.00,96
5315,600.00,477.00,123.00,114
5365,600.00,511.00,89.00,104
5415,600.00,487.00,113.00,112
5465,600.00,538.00,62.00,97
5515,600.00,460.00,140.00,121
5565,600.00,533.00,67.00,99
5615,600.00,495.00,105.00,111
5666,600.00,499.00,101.00,111
5716,600.00,535.00,65.00,100
5766,600.00,466.00,134.00,122
5816,600.00,537.00,63.00,101
5866,600.00,496.00,104.00,113
5916,600.00,504.00,96.00,112
5966,600.00,495.00,105.00,115
6016,600.00,540.00,60.00,102
6066,600.00,479.00,121.00,120
6116,600.00,526.00,74.00,107
6166,600.00,516.00,84.00,110
6216,600.00,494.00,106.00,117
6266,600.00,496.00,104.00,117
6316,600.00,534.00,66.00,106
6366,600.00,498.00,102.00,117
6416,600.00,515.00,85.00,113
6466,600.00,532.00,68.00,108
6516,600.00,485.00,115.00,123
6566,600.00,510.00,90.00,116
6616,600.00,525.00,75.00,111
6666,600.00,517.00,83.00,114
6716,600.00,503.00,97.00,119
6766,600.00,546.00,54.00,106
6816,600.00,476.00,124.00,128
6866,600.00,528.00,72.00,113
6916,600.00,513.00,87.00,118
6966,600.00,535.00,65.00,111
7016,600.00,493.00,107.00,125
7066,600.00,554.00,46.00,106
7117,600.00,489.00,111.00,127
7167,600.00,535.00,65.00,113
7217,600.00,526.00,74.00,116
7267,600.00,502.00,98.00,124
7317,600.00,556.00,44.00,108
7367,600.00,489.00,111.00,128
7417,600.00,535.00,65.00,115
7467,600.00,511.00,89.00,123
7517,600.00,546.00,54.00,112
7567,600.00,490.00,110.00,130
7617,600.00,554.00,46.00,111
7667,600.00,506.00,94.00,126
7717,600.00,540.00,60.00,116
7767,600.00,506.00,94.00,126
7817,600.00,556.00,44.00,112
7867,600.00,489.00,111.00,132
7917,600.00,549.00,51.00,115
7967,600.00,522.00,78.00,123
8017,600.00,543.00,57.00,117
8067,600.00,501.00,99.00,130
8117,600.00,561.00,39.00,112
8167,600.00,502.00,98.00,131
8217,600.00,540.00,60.00,119
8267,600.00,536.00,64.00,121
8317,600.00,546.00,54.00,118
8367,600.00,496.00,104.00,134
8417,600.00,558.00,42.00,115
8467,600.00,517.00,83.00,128
8517,600.00,529.00,71.00,125
8567,600.00,516.00,84.00,129
8617,600.00,561.00,39.00,116
8667,600.00,503.00,97.00,134
8717,600.00,549.00,51.00,120
8767,600.00,533.00,67.00,125
8817,600.00,518.00,82.00,130
8867,600.00,516.00,84.00,131
8917,600.00,558.00,42.00,119
8967,600.00,519.00,81.00,131
9017,600.00,538.00,62.00,126
9067,600.00,549.00,51.00,123
9117,600.00,510.00,90.00,135
9167,600.00,530.00,70.00,129
9217,600.00,548.00,52.00,124
9267,600.00,535.00,65.00,128
9317,600.00,526.00,74.00,131
9367,600.00,560.00,40.00,121
9417,600.00,501.00,99.00,139
9467,600.00,544.00,56.00,127
9517,600.00,536.00,64.00,129
9567,600.00,549.00,51.00,126
9617,600.00,517.00,83.00,136
9667,600.00,569.00,31.00,120
9717,600.00,512.00,88.00,138
9767,600.00,550.00,50.00,127
9817,600.00,529.00,71.00,133
9867,600.00,559.00,41.00,125
9917,600.00,509.00,91.00,140
9967,600.00,569.00,31.00,122
10018,600.00,525.00,75.00,136
10068,600.00,542.00,58.00,131
10118,600.00,555.00,45.00,127
10168,600.00,513.00,87.00,140
10218,600.00,572.00,28.00,123
10268,600.00,524.00,76.00,138
10318,600.00,555.00,45.00,129
10368,600.00,527.00,73.00,137
10418,600.00,567.00,33.00,125
10468,600.00,511.00,89.00,143
10518,600.00,567.00,33.00,126
10568,600.00,537.00,63.00,135
10618,600.00,557.00,43.00,130
10668,600.00,522.00,78.00,140
10718,600.00,574.00,26.00,125
10768,600.00,522.00,78.00,141
10818,600.00,556.00,44.00,131
10868,600.00,551.00,49.00,133
10918,600.00,560.00,40.00,130
