Tempo_ms,Setpoint,LDR,Erro,PWM
0,600.00,0.00,600.00,255
50,600.00,604.00,-4.00,0
100,600.00,57.00,543.00,255
150,600.00,634.00,-34.00,0
200,600.00,63.00,537.00,255
250,600.00,642.00,-42.00,0
300,600.00,64.00,536.00,255
350,600.00,645.00,-45.00,0
400,600.00,66.00,534.00,255
450,600.00,648.00,-48.00,0
500,600.00,66.00,534.00,255
550,600.00,649.00,-49.00,0
600,600.00,67.00,533.00,255
650,600.00,650.00,-50.00,0
700,600.00,66.00,534.00,255
750,600.00,650.00,-50.00,0
800,600.00,67.00,533.00,255
850,600.00,651.00,-51.00,0
901,600.00,67.00,533.00,255
951,600.00,651.00,-51.00,0
1013,600.00,45.00,555.00,255
1063,600.00,651.00,-51.00,0
1114,600.00,67.00,533.00,255
1164,600.00,652.00,-52.00,0
1214,600.00,67.00,533.00,255
1264,600.00,652.00,-52.00,0
1314,600.00,68.00,532.00,255
1364,600.00,652.00,-52.00,0
1414,600.00,69.00,531.00,255
1464,600.00,652.00,-52.00,0
1514,600.00,67.00,533.00,255
1564,600.00,652.00,-52.00,0
1614,600.00,68.00,532.00,255
1664,600.00,652.00,-52.00,0
1714,600.00,69.00,531.00,255
1764,600.00,653.00,-53.00,0
1814,600.00,67.00,533.00,255
1864,600.00,652.00,-52.00,0
1914,600.00,67.00,533.00,255
1964,600.00,652.00,-52.00,0
2014,600.00,69.00,531.00,255
2064,600.00,652.00,-52.00,0
2114,600.00,68.00,532.00,255
2164,600.00,652.00,-52.00,0
2214,600.00,67.00,533.00,255
2264,600.00,652.00,-52.00,0
2314,600.00,69.00,531.00,255
2364,600.00,653.00,-53.00,0
2414,600.00,68.00,532.00,255
2464,600.00,652.00,-52.00,0
2514,600.00,67.00,533.00,255
2565,600.00,652.00,-52.00,0
2615,600.00,67.00,533.00,255
2665,600.00,653.00,-53.00,0
2715,600.00,67.00,533.00,255
2765,600.00,652.00,-52.00,0
2815,600.00,67.00,533.00,255
2865,600.00,652.00,-52.00,0
2915,600.00,67.00,533.00,255
2965,600.00,652.00,-52.00,0
3015,600.00,68.00,532.00,255
3065,600.00,652.00,-52.00,0
3115,600.00,68.00,532.00,255
3165,600.00,652.00,-52.00,0
3215,600.00,67.00,533.00,255
3265,600.00,652.00,-52.00,0
3315,600.00,67.00,533.00,255
3365,600.00,652.00,-52.00,0
3415,600.00,67.00,533.00,255
3465,600.00,652.00,-52.00,0
3515,600.00,67.00,533.00,255
3565,600.00,652.00,-52.00,0
3615,600.00,67.00,533.00,255
3665,600.00,652.00,-52.00,0
3715,600.00,68.00,532.00,255
3765,600.00,652.00,-52.00,0
3815,600.00,67.00,533.00,255
3865,600.00,652.00,-52.00,0
3915,600.00,67.00,533.00,255
3965,600.00,652.00,-52.00,0
4015,600.00,70.00,530.00,255
4065,600.00,652.00,-52.00,0
4115,600.00,68.00,532.00,255
4165,600.00,652.00,-52.00,0
4215,600.00,68.00,532.00,255
4265,600.00,652.00,-52.00,0
4315,600.00,70.00,530.00,255
4365,600.00,652.00,-52.00,0
4415,600.00,67.00,533.00,255
4465,600.00,652.00,-52.00,0
4515,600.00,67.00,533.00,255
4565,600.00,652.00,-52.00,0
4615,600.00,69.00,531.00,255
